rank,company,founded,employees,score,ceo,state,hq,industry
1,University of Oklahoma,1890,"10,001 - 50,000",100.00,"Joseph Harroz, Jr.",Oklahoma,Norman,Education
2,Massachusetts Institute of Technology,1861,"10,001 - 50,000",98.43,Sally Kornbluth,Massachusetts,Cambridge,Education
3,Google,1998,"100,001 - 500,000",97.39,Sundar Pichai,California,Mountain View,"IT, Internet, Software & Services"
4,Cummins,1919,"50,001 - 100,000",97.31,Jennifer Rumsey,Indiana,Columbus,"Engineering, Manufacturing"
5,Edward Jones,1922,"10,001 - 50,000",96.89,Penny Pennington,Missouri,St. Louis,Banking and Financial Services
6,Fidelity Investments,1946,"50,001 - 100,000",96.73,Abigail Johnson,Massachusetts,Boston,Banking and Financial Services
7,Costco Wholesale,1983,"100,001 - 500,000",96.44,W. Craig Jelinek,Washington,Issaquah,Retail and Wholesale
8,BlueCross BlueShield of Tennessee,1945,"5,001 - 10,000",96.36,JD Hickey,Tennessee,Chattanooga,Insurance
9,Southern Company,1945,"10,001 - 50,000",96.29,Tom Fanning,Georgia,Atlanta,Utilities
10,General Mills,1866,"10,001 - 50,000",96.27,Jeffrey L. Harmening,Minnesota,Minneapolis,"Food, Soft Beverages, Alcohol & Tobacco"
11,H-E-B,1905,"100,001 - 500,000",95.69,Charles Butt,Texas,San Antonio,Retail and Wholesale
12,UCHealth (Colorado),1921,"10,001 - 50,000",95.65,Elizabeth B. Concordia,Colorado,Aurora,Healthcare & Social
13,Delta Air Lines,1924,"50,001 - 100,000",95.64,Ed Bastian,Georgia,Atlanta,Transportation and Logistics
14,UW Medicine,1946,">10,000",95.57,Ana Cauce,Washington,Seattle,Healthcare & Social
15,University of South Florida,1956,"10,001 - 50,000",95.56,Rhea Law,Florida,Tampa,Education
16,Four Seasons Hotels and Resorts,1960,">10,000",95.53,John Davison,Ontario,Toronto,Travel & Leisure
17,Boston Children's Hospital,1869,">10,000",95.37,Kevin B. Churchwell,Massachusetts,Boston,Healthcare & Social
18,MD Anderson Cancer Center,1941,"10,001 - 50,000",95.36,Peter WT Pisters,Texas,Houston,Healthcare & Social
19,UCLA Health,1955,"10,001 - 50,000",95.27,John C. Mazziotta,California,Los Angeles,Healthcare & Social
20,Regeneron Pharmaceuticals,1988,"5,001 - 10,000",95.22,Leonard S. Schleifer,New York,Tarrytown,Drugs & Biotechnology
21,University of Virginia,1819,"10,001 - 50,000",95.15,James E. Ryan,Virginia,Charlottesville,Education
22,"North Carolina State University, Raleigh",1887,"5,001 - 10,000",95.14,Randy Woodson,North Carolina,Raleigh,Education
23,WL Gore & Associates,1958,"10,001 - 50,000",94.98,Bret Snyder,Delaware,Newark,"Engineering, Manufacturing"
24,Houston Methodist,1919,"10,001 - 50,000",94.96,Marc L. Boom,Texas,Houston,Healthcare & Social
25,Ultimate Kronos Group,2020,"10,001 - 50,000",94.89,Chris Todd,Florida,Weston,"IT, Internet, Software & Services"
