rank,company,founded,employees,score,ceo,state,hq,industry
1,Shriners Hospitals for Children,1922,"1,001 - 5,000",100,John McCabe,Florida,Tampa,Healthcare & Social Services
2,Federal Communications Commission,1934,"1,001 - 5,000",95.17,Jessica Rosenworcel,District of Columbia,Washington,Government Services
3,Western Carolina University,1889,"1,001 - 5,000",94.83,Kelli R. Brown,North Carolina,Cullowhee,Education
4,Toll Brothers,1967,"1,001 - 5,000",94.66,Douglas C. Yearley,Pennsylvania,Fort Washington,"Construction, Chemicals, Raw Materials"
5,Financial Industry Regulatory Authority (FINRA),2007,>1000,94.15,Robert W. Cook,District of Columbia,Washington,Banking and Financial Services
6,BI WORLDWIDE,1950,>1000,93.34,Larry Schoenecker,Minnesota,Minneapolis,Professional Services
7,Morningstar,1984,"1,001 - 5,000",93.25,Kunal Kapoor,Illinois,Chicago,Business Services & Supplies
8,Excellus BlueCross BlueShield,1932,"1,001 - 5,000",93.24,James R. Reed,New York,Rochester,Insurance
9,Universal Music Group,1995,"10,001 - 50,000",92.96,Sir Lucian Grainge,California,Santa Monica,Media & Advertising
10,Silver Cross Hospital,1895,"1,001 - 5,000",92.94,Michael Mutterer,Illinois,New Lenox,Healthcare & Social Services
11,The California Institute of Technology (Caltech),1891,"1,001 - 5,000",92.66,Thomas F. Rosenbaum,California,Pasadena,Education
12,Constellation Brands,1945,"1,001 - 5,000",92.16,Bill Newlands,New York,Victor,"Food, Soft Beverages, Alcohol & Tobacco"
13,"California State University, Sacramento",1947,"1,001 - 5,000",91.91,J. Luke Wood,California,Sacramento,Education
14,"University of Tennessee, Knoxville",1794,"1,001 - 5,000",91.77,Donde Plowman,Tennessee,Knoxville,Education
15,Businessolver,1998,"1,001 - 5,000",91.68,Jon Shanahan,Iowa,West Des Moines,IT Software & Services
16,"California State University, Los Angeles",1889,"1,001 - 5,000",91.62,Berenecea Johnson,California,Los Angeles,Education
17,Medical Mutual of Ohio,1934,>1000,91.49,Steven C. Glass,Ohio,Cleveland,Insurance
18,Sinclair Community College,1887,"1,001 - 5,000",91.33,Steven L. Johnson,Ohio,Dayton,Education
19,Presbyterian SeniorCare,1980,"1,001 - 5,000",91.3,James B. Pieffer,Pennsylvania,Oakmont,Healthcare & Social Services
20,AARP,1958,>1000,91.21,Jo Ann Jenkins,District of Columbia,Washington,Healthcare & Social Services
21,UIC Alaska Native Corporation,1973,"1,001 - 5,000",90.73,Pearl K. Brower,Alaska,Barrow,"Construction, Chemicals, Raw Materials"
22,Milton Hershey School,1909,>1000,90.71,Pete Gurt,Pennsylvania,Hershey,Education
23,UCare,1984,"1,001 - 5,000",90.55,Hilary Marden-Resnik,Minnesota,Minneapolis,Healthcare & Social Services
24,Jupiter Medical Center,1979,>1000,90.53,Amit Rastogi,Florida,Jupiter,Healthcare & Social Services
25,Edgewell Personal Care,2015,"1,001 - 5,000",90.34,Rod R. Little,Connecticut,Shelton,Packaged Goods
26,Alzheimer's Association,1980,"1,001 - 5,000",90.11,Joanne Pike,Illinois,Chicago,Healthcare & Social Services
27,Nebraska Furniture Mart,1937,"1,001 - 5,000",90.11,Tony Boldt,Nebraska,Omaha,Retail and Wholesale
28,Medica,1975,>1000,89.98,Lisa Erickson,Minnesota,Minnetonka,Insurance
29,Swagelok,1947,"5,001 - 10,000",89.88,Thomas F. Lozick,Ohio,Solon,"Engineering, Manufacturing"
30,New York Power Authority,1931,"1,001 - 5,000",89.87,Justin E. Driscoll,New York,White Plains,Utilities
31,Maury Regional Medical Center,1953,"1,001 - 5,000",89.83,Martin M. Chaney,Tennessee,Columbia,Healthcare & Social Services
32,Airbnb,2008,"5,001 - 10,000",89.79,Brian Chesky,California,San Francisco,IT Software & Services
33,The Nature Conservancy,1951,>1000,89.68,Matthew Arnold,Virginia,Arlington,Healthcare & Social Services
34,Harper College,1967,"1,001 - 5,000",89.6,Avis Proctor,Illinois,Palatine,Education
35,Velera,1977,"1,001 - 5,000",89.44,Charles E. Fagan,Florida,St. Petersburg,Banking and Financial Services
36,4imprint,1994,"1,001 - 5,000",89.41,Kevin Lyons-Tarr,Wisconsin,Oshkosh,Business Services & Supplies
37,Vizient,2016,"1,001 - 5,000",89.41,Byron Jobe,Texas,Irving,Healthcare & Social Services
38,Informa,1998,"10,001 - 50,000",88.89,Stephen A. Carter,London,London,Business Services & Supplies
39,Barnes & Thornburg,1982,>1000,88.76,Andrew J. Detherage,Indiana,Indianapolis,Professional Services
40,Kansas State University,1863,>1000,88.74,Richard Linton,Kansas,Manhattan,Education
41,Marvell,1995,"1,001 - 5,000",88.72,Matt Murphy,California,Santa Clara,"Semiconductors, Electronics, Electrical Engineering"
42,Southern Illinois Healthcare,1875,"1,001 - 5,000",88.72,John Antes,Illinois,Carbondale,Healthcare & Social Services
43,MidFirst Bank,1982,"1,001 - 5,000",88.63,Jeff Records,Oklahoma,Oklahoma City,Banking and Financial Services
44,OPENLANE,2006,"1,001 - 5,000",88.62,Peter Kelly,Indiana,Carmel,Business Services & Supplies
45,Arkansas Blue Cross and Blue Shield,1929,"1,001 - 5,000",88.62,Curtis Barnett,Arkansas,Little Rock,Insurance
46,Queens Library,1896,>1000,88.62,Dennis M. Walcott,New York,New York,Education
47,STIHL,1926,"1,001 - 5,000",88.59,Michael Traub,Virginia,Virginia Beach,"Semiconductors, Electronics, Electrical Engineering"
48,Roswell Park Comprehensive Cancer Center,1898,"1,001 - 5,000",88.53,Candace S. Johnson,New York,Buffalo,Healthcare & Social Services
49,Maritz,1894,>1000,88.52,David Peckinpaugh,Missouri,Fenton,Business Services & Supplies
50,Patagonia,1973,"1,001 - 5,000",88.48,Ryan Gellert,California,Ventura,"Clothing, Shoes, Sports Equipment"
51,Alfa Insurance,1946,"1,001 - 5,000",88.43,Jimmy Parnell,Alabama,Montgomery,Insurance
52,Cogent,1999,"1,001 - 5,000",88.31,Dave Schaeffer,District of Columbia,Washington,"Telecommunications Services, Cable Supplier"
53,Cleveland State University,1964,"1,001 - 5,000",88.17,Laura Bloomberg,Ohio,Cleveland,Education
54,Oaklawn Racing Casino Resort,1904,>1000,88.16,Louis Cella,Arkansas,Hot Springs,Travel & Leisure
55,Wake Forest University,1834,>1000,88.11,Susan R. Wente,North Carolina,Winston-Salem,Education
56,Resources for Human Development (rhd),1970,"1,001 - 5,000",88.1,Brian Matthew,Pennsylvania,Philadelphia,Healthcare & Social Services
57,Electronic Arts,1982,"1,001 - 5,000",87.94,Andrew Wilson,California,Redwood City,Media & Advertising
58,Biotronik,1963,"5,001 - 10,000",87.73,Alexander Uhl,Berlin,Berlin,Health Care Equipment & Services
59,Hologic,1986,"1,001 - 5,000",87.68,Stephen P. Macmillan,Massachusetts,Marlborough,Health Care Equipment & Services
60,Akamai,1998,"1,001 - 5,000",87.67,Tom Leighton,Massachusetts,Cambridge,IT Software & Services
61,Blue Bell Creameries,1907,>1000,87.63,Jimmy Lawhorn,Texas,Brenham,"Food, Soft Beverages, Alcohol & Tobacco"
62,Executive Management Services,1989,"1,001 - 5,000",87.56,David A. Bego,Indiana,Greenfield,Business Services & Supplies
63,Oklahoma Heart Hospital,2002,>1000,87.52,John R. Harvey,Oklahoma,Oklahoma City,Healthcare & Social Services
64,Missouri State University-Springfield,1905,"1,001 - 5,000",87.27,Richard “Biff” Williams,Missouri,Springfield,Education
65,Nutanix,2009,"5,001 - 10,000",87.27,Rajiv Ramaswami,New York,San Jose,IT Software & Services
