rank,company,founded,employees,score,ceo,state,hq,industry
1,Miele,1955,"501 - 1,000",8.43,Sandra Kolleth,Salzburg,Wals,Finished Goods and Consumer Goods
2,Ölz,1938,"501 - 1,000",8.31,Bernhard Ölz,Vorarlberg,Dornbirn,"Food, Soft Beverages, FMCG"
3,Rauch,1919,"501 - 1,000",8.26,Jürgen Rauch,Vorarlberg,Rankweil,"Food, Soft Beverages, FMCG"
4,Eduscho,1993,"1,001 - 5,000",8.26,Erik Hofstädter,Vienna,Wien,"Food, Soft Beverages, FMCG"
5,Mercedes-Benz,1950,>200,8.25,Thomas Mann,Salzburg,Eugendorf,Automotive (Producers and Suppliers)
6,Dynatrace,2005,"501 - 1,000",8.25,Richard Bowers,Upper Austria,Linz,"IT, Internet, Telecommunication"
7,BMW Motoren Steyr,1979,"1,001 - 5,000",8.19,Alexander Susanek,Upper Austria,Steyr,Automotive (Producers and Suppliers)
8,dm drogerie markt,1976,"5,001 - 10,000",8.18,Martin Engelmann,Salzburg,Wals,Retail and Retail Services
9,Roche,1907,201 - 500,8.16,Susanne Erkens-Reck,Vienna,Wien,Chemicals and Pharmaceuticals
10,Netzwerk Telekom Service (NTS),1995,201 - 500,8.16,Alexander Albler,Styria,Raaba-Grambach,"IT, Internet, Telecommunication"
11,RADATZ,1962,"501 - 1,000",8.16,Franz Radatz,Vienna,Wien,"Food, Soft Beverages, FMCG"
12,Kelly,1955,201 - 500,8.15,Markus Marek,Vienna,Wien,"Food, Soft Beverages, FMCG"
13,OMICRON,1984,"501 - 1,000",8.12,Manfred Strauß,Vorarlberg,Klaus,"Electronics, Electrical Engineering, Medical Devices"
14,Energie Steiermark,1996,"1,001 - 5,000",8.10,Christian Purrer,Styria,Graz,"Raw Materials, Utilities"
15,BMD Systemhaus,1972,"501 - 1,000",8.09,Dr. Markus Knasmüller,Upper Austria,Steyr,"IT, Internet, Telecommunication"
16,Institute of Science and Technology Austria,2006,"501 - 1,000",8.09,Thomas A. Henzinger,Lower Austria,Klosterneuburg,Education and Research
17,Boehringer Ingelheim,1948,"1,001 - 5,000",8.06,Philipp von Lattorff,Vienna,Wien,Chemicals and Pharmaceuticals
18,Universität Innsbruck,1669,"5,001 - 10,000",8.06,Dr. Werner Ritter,Tyrol,Innsbruck,Education and Research
19,Felbermayr,1942,"1,001 - 5,000",8.06,Stefan Hielle,Upper Austria,Wels,Construction
20,Red Bull,1984,>200,8.04,Dietrich Mateschitz,Salzburg,Fuschl am See,"Food, Soft Beverages, FMCG"
21,Sparkasse Oberösterreich,1849,"1,001 - 5,000",8.03,Mag. Stefanie Christina Huber,Upper Austria,Linz,Banking and Financial Services
22,Schlotterer,1976,"501 - 1,000",8.02,Wolfgang Neutatz,Salzburg,Adnet,Manufacture and Processing of Materials
23,Elk,1959,"1,001 - 5,000",8.02,Matthias Calice,Lower Austria,Schrems,Construction
