rank,company,founded,employees,score,ceo,state,hq,industry
1,Massachusetts Institute of Technology,1861,"10,001 - 50,000",100.00,L. Rafael Reif,Massachusetts,Cambridge,Education
2,Houston Methodist,1919,"10,001 - 50,000",98.95,Marc L. Boom,Texas,Houston,Healthcare & Social
3,Mayo Clinic,1889,"50,001 - 100,000",97.92,Gianrico Farrugia,Minnesota,Rochester,Healthcare & Social
4,BlueCross BlueShield of Tennessee,1945,"5,001 - 10,000",97.07,JD Hickey,Tennessee,Chattanooga,Insurance
5,H-E-B,1905,"100,001 - 500,000",97.06,Charles Butt,Texas,San Antonio,Retail and Wholesale
6,University of Kentucky,1865,"10,001 - 50,000",96.48,Eli Capilouto,Kentucky,Lexington,Education
7,Fidelity Investments,1946,"50,001 - 100,000",96.34,Abigail Johnson,Massachusetts,Boston,Banking and Financial Services
8,Microsoft,1975,"100,001 - 500,000",95.68,Satya Nadella,Washington,Redmond,"IT, Internet, Software & Services"
9,In-N-Out Burger,1948,"10,001 - 50,000",95.66,Lynsi Snyder,California,Irvine,Restaurants
10,Cincinnati Children's,1883,"10,001 - 50,000",95.55,Steve Davis,Ohio,Cincinnati,Healthcare & Social
11,Google,1998,"100,001 - 500,000",95.13,Sundar Pichai,California,Mountain View,"IT, Internet, Software & Services"
12,Delta Air Lines,1924,"50,001 - 100,000",94.95,Ed Bastian,Georgia,Atlanta,Transportation and Logistics
13,Ally Financial,1919,"10,001 - 50,000",94.65,Jeffrey J. Brown,Michigan,Detroit,Banking and Financial Services
14,Northwestern Medicine,2016,">10,000",94.62,Dean M. Harrison,Illinois,Chicago,Healthcare & Social
15,Southern Company,1945,"10,001 - 50,000",94.18,Tom Fanning,Georgia,Atlanta,Utilities
16,Trader Joe's,1967,">10,000",93.63,Dan Bane,California,Monrovia,Retail and Wholesale
17,salesforce.com,1999,"10,001 - 50,000",93.57,Marc Benioff,California,San Francisco,"IT, Internet, Software & Services"
18,NASA,1958,"10,001 - 50,000",93.50,Bill Nelson,District of Columbia,Washington,Aerospace & Defense
19,University of Texas Southwestern Medical Center,1943,"10,001 - 50,000",92.62,Daniel K. Podolsky,Texas,Dallas,Healthcare & Social
20,Johns Hopkins Medicine,1889,">10,000",92.46,Redonda Milleri,Maryland,Baltimore,Healthcare & Social
21,UCLA Health,1955,"10,001 - 50,000",92.36,Johnese Spisso,California,Los Angeles,Healthcare & Social
22,Nationwide Children's Hospital,1892,"10,001 - 50,000",91.77,Timothy Robinson,Ohio,Columbus,Healthcare & Social
23,Michelin Group,1889,"10,001 - 50,000",91.43,Florent Menegaux,South Carolina,Greenville,Automotive (Automotive and Suppliers)
24,Community Health Network,1976,"10,001 - 50,000",91.35,Bryan Mills,Indiana,Indianapolis,Healthcare & Social
25,Costco Wholesale,1983,"100,001 - 500,000",91.29,W. Craig Jelinek,Washington,Issaquah,Retail and Wholesale
26,Hilton,1919,"100,001 - 500,000",91.28,Christopher J. Nassetta,Virginia,McLean,Travel & Leisure
27,University of Michigan,1817,"50,001 - 100,000",90.68,Mary Sue Coleman,Michigan,Ann Arbor,Education
28,Raymond James Financial,1962,">10,000",90.58,Paul C. Reilly,Florida,St. Petersburg,Banking and Financial Services
29,Amtrak,1971,"10,001 - 50,000",90.56,Stephen J. Gardner,District of Columbia,Washington,Transportation and Logistics
30,Penn Medicine,1993,">10,000",90.53,Kevin B. Mahoney,Pennsylvania,Philadelphia,Healthcare & Social
31,Stryker,1941,"10,001 - 50,000",90.49,Kevin A. Lobo,Michigan,Kalamazoo,Health Care Equipment & Services
32,American Express,1850,"10,001 - 50,000",90.43,Stephen J. Squeri,New York,New York,Banking and Financial Services
33,"University of California, San Diego",1960,"10,001 - 50,000",90.21,Pradeep K. Khosla,California,La Jolla,Education
34,Mutual of Omaha,1909,"5,001 - 10,000",90.11,James T. Blackledge,Nebraska,Omaha,Insurance
35,Live Nation,2005,"10,001 - 50,000",90.09,Michael Rapino,California,Beverly Hills,Travel & Leisure
36,Apple,1976,"100,001 - 500,000",90.00,Tim Cook,California,Cupertino,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
37,Cisco Systems,1984,"10,001 - 50,000",89.99,Chuck Robbins,California,San Jose,"IT, Internet, Software & Services"
38,Fujifilm,1934,"10,001 - 50,000",89.70,Teiichi Goto,New York,Valhalla,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
39,Sherwin-Williams,1866,"10,001 - 50,000",89.67,John G. Morikis,Ohio,Cleveland,"Engineering, Manufacturing"
40,Sony,1946,"100,001 - 500,000",89.53,Kenichiro Yoshida,Tokyo,Tokyo,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
41,Duke University Health System,1998,"10,001 - 50,000",89.48,A. Eugene Washington,North Carolina,Durham,Healthcare & Social
42,United Services Automobile Association (USAA),1922,"10,001 - 50,000",89.45,Wayne Peacock,Texas,San Antonio,Insurance
43,"Ohio State University, Columbus",1870,">10,000",89.39,Kristina M. Johnson,Ohio,Columbus,Education
44,Wegmans Food Markets,1916,"50,001 - 100,000",89.34,Colleen Wegman,New York,Rochester,Retail and Wholesale
45,Emory Healthcare,1905,"10,001 - 50,000",89.18,Dane Peterson,Georgia,Atlanta,Healthcare & Social
46,Lockheed Martin,1912,"100,001 - 500,000",89.18,James D. Taiclet,Maryland,Bethesda,Aerospace & Defense
47,Brunswick,1845,"10,001 - 50,000",89.04,David M. Foulkes,Illinois,Lake Forest,"Engineering, Manufacturing"
48,MUSC Health,1824,"10,001 - 50,000",88.89,David J. Cole,South Carolina,Charleston,Healthcare & Social
49,Huntington Ingalls Industries,2011,"10,001 - 50,000",88.88,Christopher D. Kastner,Virginia,Newport News,Aerospace & Defense
50,New York-Presbyterian Hospital,1998,"10,001 - 50,000",88.40,Steven J. Corwin,New York,New York,Healthcare & Social
51,Vanguard,1975,"10,001 - 50,000",88.35,Mortimer J. Buckley,Pennsylvania,Malvern,Banking and Financial Services
52,Capital One Financial,1994,"50,001 - 100,000",88.35,Richard D. Fairbank,Virginia,McLean,Banking and Financial Services
53,Edward Jones,1922,"10,001 - 50,000",88.22,Penny Pennington,Missouri,St. Louis,Banking and Financial Services
54,The University of Kansas Health System,1906,">5,000",88.21,Bob Page,Kansas,Kansas City,Healthcare & Social
55,Intel,1968,"100,001 - 500,000",88.21,Patrick Gelsinger,California,Santa Clara,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
56,Charles Schwab,1971,"10,001 - 50,000",88.00,Walter W. Bettinger II,California,San Francisco,Banking and Financial Services
57,Marriott International,1927,"50,001 - 100,000",87.99,Anthony Capuano,Maryland,Bethesda,Travel & Leisure
58,Amgen,1980,"10,001 - 50,000",87.83,Wanda Austin,California,Thousand Oaks,Drugs & Biotechnology
59,Progressive,1937,"50,001 - 100,000",87.80,Tricia Griffith,Ohio,Mayfield Village,Insurance
60,Discover Financial Services,1985,"10,001 - 50,000",87.70,Roger C. Hochschild,Illinois,Riverwoods,Banking and Financial Services
61,Northrop Grumman Corporation,1939,"50,001 - 100,000",87.62,Kathy Warden,Virginia,Falls Church,Aerospace & Defense
62,Morgan Stanley,1931,"50,001 - 100,000",87.62,James Gorman,New York,New York,Banking and Financial Services
